hashtag	cluster_C_leader(userID)	relative_frequency_H_C	frequency_H_in_C	frequency_H_overall	count_H_in_C	count_hashtags_in_C	count_H_entire_dataset	count_hashtags_entire_dataset
lnpdisgrace	 20559705	62.80	.16	.0025477	1	6	10	3925
lnpfail	 20559705	185.03	.33	.0017834	2	6	7	3925
auspol	 20559705	3.41	.16	.0468789	1	6	184	3925
australia	 20559705	62.80	.16	.0025477	1	6	10	3925
johnsonout11	 20995648	392.61	.10	.0002547	1	10	1	3925
brexit	 20995648	15.09	.10	.0066242	1	10	26	3925
eu	 20995648	10.06	.10	.0099363	1	10	39	3925
ukraine	 20995648	2.45	.10	.0407643	1	10	160	3925
rwanda	 20995648	392.61	.10	.0002547	1	10	1	3925
deadcat	 20995648	392.61	.10	.0002547	1	10	1	3925
partygatefines	 20995648	392.61	.10	.0002547	1	10	1	3925
ge2024	 20995648	196.27	.10	.0005095	1	10	2	3925
lbc	 20995648	392.61	.10	.0002547	1	10	1	3925
wato	 20995648	392.61	.10	.0002547	1	10	1	3925
ableg	 21525682	92.23	.47	.0050955	10	21	20	3925
ableg	 21525682	92.23	.47	.0050955	10	21	20	3925
abed	 21525682	52.33	.04	.0007643	1	21	3	3925
ableg	 21525682	92.23	.47	.0050955	10	21	20	3925
ableg	 21525682	92.23	.47	.0050955	10	21	20	3925
abpoli	 21525682	49.95	.14	.0028025	3	21	11	3925
ableg	 21525682	92.23	.47	.0050955	10	21	20	3925
resignkenney	 21525682	78.50	.04	.0005095	1	21	2	3925
ableg	 21525682	92.23	.47	.0050955	10	21	20	3925
coutts	 21525682	78.50	.04	.0005095	1	21	2	3925
alberta	 21525682	78.50	.04	.0005095	1	21	2	3925
abpoli	 21525682	49.95	.14	.0028025	3	21	11	3925
ableg	 21525682	92.23	.47	.0050955	10	21	20	3925
ableg	 21525682	92.23	.47	.0050955	10	21	20	3925
fireucp	 21525682	157.04	.04	.0002547	1	21	1	3925
firetheucp	 21525682	39.25	.04	.0010191	1	21	4	3925
ableg	 21525682	92.23	.47	.0050955	10	21	20	3925
abpoli	 21525682	49.95	.14	.0028025	3	21	11	3925
ableg	 21525682	92.23	.47	.0050955	10	21	20	3925
yeg	 21525682	157.04	.04	.0002547	1	21	1	3925
yyc	 21525682	19.62	.04	.0020382	1	21	8	3925
bancongressionalstock	 22187085	628.19	.16	.0002547	1	6	1	3925
boycottwalgreens	 22187085	314.03	.16	.0005095	1	6	2	3925
ukraine	 22187085	3.92	.16	.0407643	1	6	160	3925
istandwithukriane	 22187085	209.34	.16	.0007643	1	6	3	3925
theview	 22187085	209.34	.16	.0007643	1	6	3	3925
freshvoicesrise	 22187085	628.19	.16	.0002547	1	6	1	3925
freerats	 2227646515	392.54	.20	.0005095	1	5	2	3925
lemmmmmmripdom	 2227646515	392.54	.20	.0005095	1	5	2	3925
lnpdeathcult	 2227646515	130.83	.20	.0015286	1	5	6	3925
lnpcorruptionparty	 2227646515	43.61	.20	.0045859	1	5	18	3925
lnpdisgrace	 2227646515	78.50	.20	.0025477	1	5	10	3925
scottyfrommarketing	 225779417	78.50	.10	.0012738	1	10	5	3925
rats	 225779417	23.08	.10	.0043312	1	10	17	3925
vaccine	 225779417	32.70	.10	.0030573	1	10	12	3925
pm	 225779417	10.75	.20	.0185987	2	10	73	3925
completepsycho	 225779417	157.01	.20	.0012738	2	10	5	3925
scottythecompletepsycho	 225779417	98.12	.10	.0010191	1	10	4	3925
scottythecreep	 225779417	392.61	.10	.0002547	1	10	1	3925
toxicscotty	 225779417	392.61	.10	.0002547	1	10	1	3925
alboforpm	 225779417	8.35	.10	.0119745	1	10	47	3925
vote1labor	 225779417	43.61	.10	.0022929	1	10	9	3925
bigot	 234694571	981.54	.25	.0002547	1	4	1	3925
toriesunfittogovern	 234694571	490.67	.25	.0005095	1	4	2	3925
johnsonout30	 234694571	981.54	.25	.0002547	1	4	1	3925
proportionalrepresentation	 234694571	981.54	.25	.0002547	1	4	1	3925
auspol	 254515782	8.95	.42	.0468789	3	7	184	3925
alboforpm	 254515782	35.07	.42	.0119745	3	7	47	3925
auspol	 254515782	8.95	.42	.0468789	3	7	184	3925
alboforpm	 254515782	35.07	.42	.0119745	3	7	47	3925
auspol	 254515782	8.95	.42	.0468789	3	7	184	3925
insiders	 254515782	36.63	.14	.0038216	1	7	15	3925
alboforpm	 254515782	35.07	.42	.0119745	3	7	47	3925
scottydoesntgivearats	 255369151	157.00	.12	.0007643	1	8	3	3925
auspol	 255369151	2.55	.12	.0468789	1	8	184	3925
mrspeakermrspeakermrspeakermrspeaker	 255369151	471.14	.12	.0002547	1	8	1	3925
morrison	 255369151	18.11	.12	.0066242	1	8	26	3925
bootlnpout	 255369151	471.14	.12	.0002547	1	8	1	3925
2022election	 255369151	471.14	.12	.0002547	1	8	1	3925
votelabor	 255369151	471.14	.12	.0002547	1	8	1	3925
alboforpm	 255369151	10.02	.12	.0119745	1	8	47	3925
mitchmcconnell	 255812611	628.19	.16	.0002547	1	6	1	3925
merrickgarland	 255812611	259.06	.33	.0012738	2	6	5	3925
firemerrickgarland	 255812611	628.19	.16	.0002547	1	6	1	3925
cityonfire	 255812611	314.03	.16	.0005095	1	6	2	3925
votebluetosaveamerica	 255812611	78.50	.16	.0020382	1	6	8	3925
followmedon	 255812611	628.19	.16	.0002547	1	6	1	3925
auspol	 2608740770	4.90	.23	.0468789	3	13	184	3925
nswpol	 2608740770	91.58	.07	.0007643	1	13	3	3925
tamepunk	 2608740770	274.83	.07	.0002547	1	13	1	3925
istandwithgrace	 2608740770	274.83	.07	.0002547	1	13	1	3925
alboforpm	 2608740770	12.52	.15	.0119745	2	13	47	3925
lnpcrimefamily	 2608740770	39.25	.07	.0017834	1	13	7	3925
endometriosis	 2608740770	274.83	.07	.0002547	1	13	1	3925
auspol	 2608740770	4.90	.23	.0468789	3	13	184	3925
journalismmatters	 2608740770	274.83	.07	.0002547	1	13	1	3925
scottyfromcorruption	 2608740770	274.83	.07	.0002547	1	13	1	3925
scottythepathologicalliar	 2608740770	19.62	.07	.0035668	1	13	14	3925
alboforpm	 2608740770	12.52	.15	.0119745	2	13	47	3925
auspol	 2608740770	4.90	.23	.0468789	3	13	184	3925
4corners	 2615581908	392.61	.10	.0002547	1	10	1	3925
auspol	 2615581908	6.39	.30	.0468789	3	10	184	3925
qanda	 2615581908	168.21	.30	.0017834	3	10	7	3925
qanda	 2615581908	168.21	.30	.0017834	3	10	7	3925
auspol	 2615581908	6.39	.30	.0468789	3	10	184	3925
parkhotelrefugees	 2615581908	392.61	.10	.0002547	1	10	1	3925
qanda	 2615581908	168.21	.30	.0017834	3	10	7	3925
thisisnotjournalism	 2615581908	78.50	.10	.0012738	1	10	5	3925
auspol	 2615581908	6.39	.30	.0468789	3	10	184	3925
qt	 2615581908	130.83	.10	.0007643	1	10	3	3925
johnsonout14	 26217297	157.04	.04	.0002547	1	22	1	3925
johnsonout19	 26217297	78.50	.04	.0005095	1	22	2	3925
johnsonout20	 26217297	39.25	.04	.0010191	1	22	4	3925
johnsonout22	 26217297	157.04	.04	.0002547	1	22	1	3925
protectnhs	 26217297	157.04	.04	.0002547	1	22	1	3925
johnsonout_23	 26217297	176.62	.18	.0010191	4	22	4	3925
johnsonout_23	 26217297	176.62	.18	.0010191	4	22	4	3925
johnsonout_23	 26217297	176.62	.18	.0010191	4	22	4	3925
johnsonout_23	 26217297	176.62	.18	.0010191	4	22	4	3925
johnsonoutday25	 26217297	176.62	.36	.0020382	8	22	8	3925
johnsonoutday25	 26217297	176.62	.36	.0020382	8	22	8	3925
johnsonoutday25	 26217297	176.62	.36	.0020382	8	22	8	3925
johnsonoutday25	 26217297	176.62	.36	.0020382	8	22	8	3925
johnsonoutday25	 26217297	176.62	.36	.0020382	8	22	8	3925
johnsonoutday25	 26217297	176.62	.36	.0020382	8	22	8	3925
johnsonoutday25	 26217297	176.62	.36	.0020382	8	22	8	3925
